title,district,estate,unit_info,price,price_raw,build_area,usable_area,rooms,facing,property_type,decoration,views,features,agent,posted_time,url,year_built,yun,estate_facing
JL必走筍盤•低水2房•把握機會,青衣,藍澄灣,2座 低層 G室,530,售 $530 萬元,,485,2房,午山子向,私人屋苑,,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896407,2000,,午山子向
（實盤推介）可試700！新裝3房！有票盡傾！,荃灣,怡景園,1座 中層 A室,708,售 $708 萬元,,489,3房,子山午向,私人屋苑,雅緻裝修,山景|開揚景,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896399,,,子山午向
【世紀21-有匙即看】3房套《歡迎還價》鄰近三聖！優質屋苑！海景開揚,屯門(青山公路),翠濤居,3座 低層,675,售 $675 萬元,,843,3房,子山午向,私人屋苑,雅緻裝修,園景|開揚景,有會所,世紀21天生置業,2日前,https://www.28hse.com/buy/apartment/property-3896394,,,子山午向
【方廳罕有放盤】 開揚園景 可睇有票可議,青衣,灝景灣,11座 高層 F室,1250,"售 $1,250 萬元",,703,3房,丑山未向,私人屋苑,,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896384,1998,七運,丑山未向
快閃三房海景 罕有放盤 把握機會,奧運,海桃灣,3座 高層 F室,1550,"售 $1,550 萬元",,635,3房,子山午向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896380,2005,八運,子山午向
【485萬】【開揚大1房】 有票幫你盡傾,深水埗,海峯,海峰 中層,485,售 $485 萬元,,306,1房,乾山巽向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896374,,,乾山巽向
大角咀 i-home | I-HOME 中層,大角咀,i-home,I-HOME 中層,590,售 $590 萬元,,380,1房,子山午向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896369,,,子山午向
尊貴山景府邸：玖瓏山 3房1套連工人房,沙田,玖瓏山,月瓏閣 2座 中層 B室,1378,"售 $1,378 萬元",,953,3房,乾山巽向,私人屋苑,,,VR,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3896351,,,乾山巽向
【808萬】【實用兩房】【球場靚景】,長沙灣,喜韻,1座 高層 C室,843,售 $843 萬元,,506,2房,子山午向,私人屋苑,,,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896322,,,子山午向
荃灣 怡景園 | 1座 中層 D室,荃灣,怡景園,1座 中層 D室,788,售 $788 萬元,,616,3房,乾山巽向,私人屋苑,,,獨家盤,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3896297,,,乾山巽向
大圍 柏傲莊 | III 1A座 低層 A室,大圍,柏傲莊,III 1A座 低層 A室,2150,"售 $2,150 萬元",,991,3房,午山子向,私人屋苑,,,,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896289,2022,,午山子向
主區代理靚裝兩房必走盤 價錢可商議 歡迎諮詢！,屯門,大興花園,第二期 1座 低層 A室,368,售 $368 萬元,,419,2房,乾山巽向,私人屋苑,雅緻裝修,,,美聯物業,2日前,https://www.28hse.com/buy/apartment/property-3896283,1992,,乾山巽向
尊貴府邸：火炭新鴻基名牌駿景園優質 3房1套單位,火炭,駿景園,11座 中層,1360,"售 $1,360 萬元",,974,3房,乾山巽向,私人屋苑,,,VR,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3896252,1996,七運,乾山巽向
*真筍盤* 大單邊機場海景 罕有複式 睇過就知筍野,東涌,藍天海岸,第3期(影岸‧紅) 8座 (影岸．紅 B座) 高層 E室,1850,"售 $1,850 萬元",,1400,3房,卯山酉向,私人屋苑,雅緻裝修,開揚景|海景,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896250,,,卯山酉向
荃灣 怡景園 | 1座 中層 D室,荃灣,怡景園,1座 中層 D室,788,售 $788 萬元,,616,3房,乾山巽向,私人屋苑,,,,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3896248,,,乾山巽向
荃灣 荃景花園 | 2座 中層 D室,荃灣,荃景花園,2座 中層 D室,588,售 $588 萬元,,434,2房,午山子向,私人屋苑,雅緻裝修,,,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896245,,,午山子向
(晉誠地產全部真盤) 《連車位》 平價4房套！環境清靜！,屯門(青山公路),海澄軒,2座 中層,600,售 $600 萬元,,702,4房,子山午向,私人屋苑,,開揚景,室內車位,晉誠地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896226,,,子山午向
屯門南站 新地名牌半新樓 移民急走,屯門,御海灣,II 中層 P室,358,售 $358 萬元,,299,1房,卯山酉向,私人屋苑,雅緻裝修,開揚景|海景|河景,有會所|近地鐵站|近大型商場,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896221,2016,八運,卯山酉向
實盤實價 市中心筍盤 【上車/收租精選】,屯門,屯門市廣場,2座 高層 F室,390,售 $390 萬元,,326,2房,卯山酉向,私人屋苑,雅緻裝修,開揚景,近地鐵站|近大型商場|優質校網,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896217,1987,七運,卯山酉向
銀禧花園特色2房連私家平台 即買即租,火炭,銀禧花園,7座 高層 F室,650,售 $650 萬元,,414,2房,乾山巽向,私人屋苑,,,連平台|VR,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3896216,1985,七運,乾山巽向
【$618萬再傾！開揚景觀●特大一房！有票再有驚喜】,長沙灣,瑜悅,中層,630,售 $630 萬元,,350,1房,子山午向,私人屋苑,雅緻裝修,山景|開揚景,有會所|近地鐵站|有露台,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896194,,,子山午向
沙田有質素三房超低水，有裝修，屋苑頂級配套自設十萬呎商場，有村巴直到新城市廣場,火炭,駿景園,3座 低層 A室,1020,"售 $1,020 萬元",,676,3房,乾山巽向,私人屋苑,豪華裝修,園景,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896183,1996,七運,乾山巽向
火炭 晉名峰 | 1期 C座 高層 B室,火炭,晉名峰,1期 C座 高層 B室,3250,"售 $3,250 萬元",,1316,4房,卯山酉向,私人屋苑,,,有會所|有露台|連天台,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896180,,,卯山酉向
​尊貴府邸：火炭御龍山優質 4房單位,火炭,御龍山,8座 中層 A室,2495,"售 $2,495 萬元",,1409,4房,乾山巽向,私人屋苑,,山景|開揚景|河景,VR,中原地產代理限公司,2日前,https://www.28hse.com/buy/apartment/property-3896178,2009,,乾山巽向
"*獨家*翠綠公園景3+1房, 歡迎約睇",黃埔,黃埔花園,第十二期 2座 高層,1128,"售 $1,128 萬元",,729,4房,午山子向,私人屋苑,基本裝修,園景|開揚景,,迎富地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3853394,1986,七運,午山子向
大圍 名城 | 1期 3座 低層 NA室,大圍,名城,1期 3座 低層 NA室,1180,"售 $1,180 萬元",,677,3房,卯山酉向,私人屋苑,,,,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896156,2011,,卯山酉向
會德豐樓盤 OASIS最靚特色複式單位 連天台 即時約睇,啟德,Oasis Kai Tak,低座D座 高層 D室,4588,"售 $4,588 萬元",,1198,3房,子山午向,私人屋苑,豪華裝修,河景,有會所|近大型商場|連天台|VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896154,,,子山午向
[東涌利嘉閣真盤源] 映灣園最平3房套，9成按揭，歡迎查詢,東涌,映灣園,1期賞濤軒 3座 中層 H室,885,售 $885 萬元,,956,3房,卯山酉向,私人屋苑,,開揚景|海景,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896145,2002,,卯山酉向
"4 房 , 3 浴室 向西 私人屋苑 永泰 望園景 望開揚景 望海景 豪華裝修",九龍站,漾日居,1座 高層,3095,"售 $3,095 萬元",,1076,4房,卯山酉向,私人屋苑,豪華裝修,園景|開揚景|海景,,迎富地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896139,,,卯山酉向
"1 房 , 1 浴室 向西南 私人屋苑",深水埗,安居閣,高層 B室,340,售 $340 萬元,,245,1房,子山午向,私人屋苑,,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896108,,,子山午向
（真實盤，可以議價&可以約睇）與其跟別人睇假盤，不如搵個有心幫你既中介搵荀盤仲好,將軍澳,The Parkside,2A座 中層 C室,930,售 $930 萬元,,510,2房,午山子向,私人屋苑,雅緻裝修,園景|開揚景,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896107,,,午山子向
即買即住最平入場首選! 露台靚景內街清靜，還價即成,何文田,半山壹號,第二期(富甲半山) 半山徑12號 低層,2100,"售 $2,100 萬元",,1137,3房,子山午向,私人屋苑,基本裝修,開揚景|樓景|市景,,美聯物業代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896103,,,子山午向
《靚裝內園 露台清靜 把握時機》,美孚,美孚新邨,第三期 吉利徑6號 低層 C室,798,售 $798 萬元,,717,4房,子山午向,私人屋苑,雅緻裝修,,VR,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896102,1968,未知,子山午向
上車精選 內園美景 鄰近屯馬及荃灣港鐡雙站優勢,美孚,美孚新邨,第一期 百老匯街15號 低層 C室,600,售 $600 萬元,,485,1房,子山午向,私人屋苑,,,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896097,1968,未知,子山午向
荔枝角 昇悅居 | 2座 高層 G室,荔枝角,昇悅居,2座 高層 G室,1030,"售 $1,030 萬元",,517,2房,子山午向,私人屋苑,,海景,,利嘉閣地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896079,2003,七運,子山午向
沙田 沙田第一城 | 2期 23座 低層 E室,沙田,沙田第一城,2期 23座 低層 E室,630,售 $630 萬元,,451,3房,乾山巽向,私人屋苑,基本裝修,,近地鐵站|近大型商場|優質校網,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3896054,1983,未知,乾山巽向
單邊東南全海景，罕有放盤，有鎖匙隨時約睇，機不可失,青衣,盈翠半島,12座 中層 D室,1250,"售 $1,250 萬元",,653,3房,乾山巽向,私人屋苑,,海景,,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3896027,2000,,乾山巽向
《開揚海景，特高樓底，光猛明廁，實用一房》,深水埗,傲凱,高層 A室,508,售 $508 萬元,,287,1房,子山午向,私人屋苑,雅緻裝修,海景,有會所|近地鐵站|近大型商場|優質校網,中原地產-碧海藍天分行,2日前,https://www.28hse.com/buy/apartment/property-3895965,,,子山午向
沙田 沙田第一城 | 2期 23座 低層 E室,沙田,沙田第一城,2期 23座 低層 E室,630,售 $630 萬元,,451,3房,乾山巽向,私人屋苑,,,,中原地產,2日前,https://www.28hse.com/buy/apartment/property-3895952,1983,未知,乾山巽向
銀禧花園，真實筍盤，東南馬場靚河景,火炭,銀禧花園,7座 中層 C室,650,售 $650 萬元,,510,2房,乾山巽向,私人屋苑,,,,中原地產代理有限公司,2日前,https://www.28hse.com/buy/apartment/property-3895940,1985,七運,乾山巽向
蝕讓可議 罕有複式 連天台 3房2廳,奧運,浪澄灣,1座 高層 B室,3068,"售 $3,068 萬元",,1202,4房,子山午向,洋樓,,,近地鐵站|連天台|連平台,中興地產有限公司,2日前,https://www.28hse.com/buy/apartment/property-3854232,2006,八運,子山午向
《開揚遠景，即刻入住，一分鐘到站，有匙即睇》,長沙灣,瑜悅,高層 G室,635,售 $635 萬元,,350,1房,午山子向,私人屋苑,,山景,有會所|近地鐵站|近大型商場|優質校網|有露台,中原地產-碧海藍天分行,2日前,https://www.28hse.com/buy/apartment/property-3895896,,,午山子向
"極高層不低於25樓,,旺角最方便,型格天際會所,5分鐘朗豪坊",旺角,SKYPARK,高層,690,售 $690 萬元,,404,1房,子山午向,私人屋苑,,開揚景,有會所|近地鐵站|近大型商場|有露台,富榮地產代理,2日前,https://www.28hse.com/buy/apartment/property-3895890,,,子山午向
美聯KC推介 極少有放盤 東南維港煙花景 高層超開揚 夜景美如畫,青衣,盈翠半島,12座 高層 F室,1650,"售 $1,650 萬元",,788,4房,乾山巽向,私人屋苑,,開揚景|市景|海景,,美聯物業,3日前,https://www.28hse.com/buy/apartment/property-3895879,2000,,乾山巽向
美聯誠意推介 東南露台池園自住收租比票還價盡傾 Michelle,馬灣,珀麗灣,第5期 30座 中層,560,售 $560 萬元,,507,2房,子山午向,私人屋苑,,園景,VR,美聯物業,3日前,https://www.28hse.com/buy/apartment/property-3895864,,,子山午向
【全場至抵】實用向東大一房！大量盤源！開放式7.8m起！小紅書Simonchoy,灣仔,囍滙,第二期 第3座 低層,1138,"售 $1,138 萬元",,441,1房,子山午向,私人屋苑,,樓景,有會所|近地鐵站|近大型商場|優質校網|有露台,忠建地產,3日前,https://www.28hse.com/buy/apartment/property-3852937,2014,,子山午向
粉嶺 碧湖花園 | 6座 高層 F室,粉嶺,碧湖花園,6座 高層 F室,399,售 $399 萬元,,400,2房,乾山巽向,私人屋苑,雅緻裝修,山景|園景|開揚景,,美聯物業,3日前,https://www.28hse.com/buy/apartment/property-3895860,,,乾山巽向
實盤可睇 上車筍盤 $400餘萬,長沙灣,One Madison,ONE MADISON 中層 D室,425,售 $425 萬元,,250,1房,午山子向,私人屋苑,,,,中原地產代理有限公司,3日前,https://www.28hse.com/buy/apartment/property-3895838,,,午山子向
上水 御皇庭 | 第二座 中層 A室,上水,御皇庭,第二座 中層 A室,478,售 $478 萬元,,372,2房,午山子向,私人屋苑,,,,中原地產代理有限公司,3日前,https://www.28hse.com/buy/apartment/property-3895836,,,午山子向
3 房 向西北 私人屋苑 新鴻基,上水,奕翠園,7座 低層,780,售 $780 萬元,,942,3房,卯山酉向,私人屋苑,,,,美聯物業,3日前,https://www.28hse.com/buy/apartment/property-3895815,,,卯山酉向
新鴻基品牌，大膽還價，絕對有信心幫你傾,上水,皇府山,7座 高層 C室,597,售 $597 萬元,,503,2房,卯山酉向,私人屋苑,,,,美聯物業,3日前,https://www.28hse.com/buy/apartment/property-3895797,,,卯山酉向
#兩房 #免裝 #即買即住 #收租回報高 #求實在買家,屯門,Novo Land,2B期 Arreso 2座 低層,535,售 $535 萬元,,411,2房,午山子向,私人屋苑,,,,中原地產,3日前,https://www.28hse.com/buy/apartment/property-3895789,,,午山子向
(晉誠地產筍盤推介) 1座海凌霄樓皇！正南無摭擋青馬橋海景《此物業經本人購入》,深井(荃灣),碧堤半島,1座 中層 B室,1260,"售 $1,260 萬元",,908,3房,子山午向,私人屋苑,雅緻裝修,海景,有會所,晉誠地產代理有限公司,3日前,https://www.28hse.com/buy/apartment/property-3895787,,,子山午向
***向南***筍盤 - 3房**,天水圍,嘉湖山莊,第6期(美湖居) 8座 中層,475,售 $475 萬元,,540,3房,乾山巽向,私人屋苑,,開揚景,VR,中原地產,3日前,https://www.28hse.com/buy/apartment/property-3895746,1992,七運,乾山巽向
屯門 卓爾居 | 第二期 6座 中層,屯門,卓爾居,第二期 6座 中層,604,售 $604 萬元,,524,2房,午山子向,私人屋苑,,開揚景,有會所|近地鐵站|近大型商場,美聯物業,3日前,https://www.28hse.com/buy/apartment/property-3895736,,,午山子向
急召【有無認真買家 帶票衝擊４字頭】急召,屯門,御半山,2期 2B座 中層 A室,560,售 $560 萬元,,454,2房,卯山酉向,私人屋苑,雅緻裝修,山景|開揚景,,美聯物業,3日前,https://www.28hse.com/buy/apartment/property-3895734,2019,,卯山酉向
實盤！可睇樓！縉皇居3房1套+工人房,深井(荃灣),縉皇居,3座 中層 D室,780,售 $780 萬元,,753,3房,子山午向,私人屋苑,雅緻裝修,海景|泳池景,,美聯物業代理有限公司,3日前,https://www.28hse.com/buy/apartment/property-3895732,,,子山午向
(晉誠地產VR+Youtube) 特色大平台+天台！全海景！哈羅家長必睇！,屯門(青山公路),滿名山,滿庭 2座 高層,2700,"售 $2,700 萬元",,1412,4房,子山午向,私人屋苑,豪華裝修,海景,有露台|連天台|連平台|VR,晉誠地產代理有限公司,3日前,https://www.28hse.com/buy/apartment/property-3895731,,,子山午向
《$100 印花稅》 收租神器！,粉嶺,逸峯,第1座 中層 E室,380,售 $380 萬元,,300,開放式,子山午向,私人屋苑,,,,中原地產,3日前,https://www.28hse.com/buy/apartment/property-3895696,,,子山午向
珀麗灣 ·尊尚三房露臺單位（香港置業好推介）歡迎查詢 Rebecca Wong,馬灣,珀麗灣,第3期 23座 低層 A室,660,售 $660 萬元,,607,3房,卯山酉向,私人屋苑,,開揚景,,香港置業,3日前,https://www.28hse.com/buy/apartment/property-3895687,,,卯山酉向
維港煙花東南海景，全落地玻璃銀幕景觀，難得業主割愛，機不可失,青衣,盈翠半島,12座 高層 F室,1650,"售 $1,650 萬元",,788,4房,乾山巽向,私人屋苑,,海景,,中原地產代理有限公司,3日前,https://www.28hse.com/buy/apartment/property-3895673,2000,,乾山巽向
(晉誠地產獨家代理) 《有匙即看》 有VR東南3房套有海景！哈羅隔離！必睇筍盤！,屯門(青山公路),滿名山,滿庭 9座 高層,900,售 $900 萬元,,839,3房,乾山巽向,私人屋苑,,開揚景|海景,有會所|有露台|VR|獨家盤,晉誠地產代理有限公司,3日前,https://www.28hse.com/buy/apartment/property-3895666,,,乾山巽向
